id,type_of_property,subtype_of_property,locality,price,type_of_sale,rooms,condition,equipped_kitchen,furnished,terrace,garden,open_fire,hasSwimmingPool,living_area_m2,surface_of_land_m2,number_frontage
9299674,house,house,4250,259000,private,3,,,0,,,,False,,494,3
9299272,house,bungalow,4990,249000,private,3,good,,,9,,,False,105,1110,4
9299125,house,house,4400,70000,public,3,good,,,,,,False,194,623,3
9298253,house,town house,4000,370000,private,3,,hyper equipped,,,85,,False,147,202,2
9297835,house,house,4101,184500,private,4,good,installed,0,34,80,,False,185,200,2
9297342,house,house,4257,290000,private,4,good,installed,,45,608,,False,158,950,4
9297001,house,house,4300,250000,private,4,good,installed,0,,300,,False,150,357,3
9296860,house,house,4020,207000,private,4,to be done up,not installed,0,,,,False,161,88,2
9296430,house,house,4400,279000,private,3,as new,hyper equipped,1,40,650,,False,110,965,3
9296126,house,house,4030,299500,private,4,as new,installed,,,,1,False,222,391,3
9295738,house,house,4400,239000,private,3,just renovated,installed,,48,,,False,120,172,4
9295482,house,bungalow,4802,390000,private,4,good,,,,1492,,False,200,1724,4
9295220,house,house,4040,99000,private,2,good,not installed,1,17,60,,False,72,121,2
9294858,house,house,4470,165239,private,2,as new,,0,,150,,False,107,331,4
9294814,house,house,4340,165000,private,3,good,installed,,,,,False,117,197,2
9293636,house,house,4000,515000,private,5,as new,installed,0,,,,False,,165,2
9293496,house,town house,4030,258000,private,3,good,installed,0,16,200,,False,110,321,2
9293243,house,villa,4840,275000,private,3,as new,,,,,,False,,300,2
9293024,house,house,4480,397950,private,4,,not installed,0,,,,False,185,1071,3
9292521,house,town house,4040,235000,private,3,just renovated,installed,,16,,,False,,203,3
9291325,house,house,4400,199000,private,6,to be done up,,0,,,,False,215,0,3
9290953,house,house,4257,95000,private,2,to renovate,not installed,,20,,,False,80,110,2
9290157,house,house,4624,299000,private,3,as new,installed,0,,450,1,False,112,0,3
9289733,house,mixed use building,4040,245000,private,3,good,,,35,100,,False,,298,2
9289009,house,house,4030,115000,public,3,to renovate,,,5,65,,False,,200,4
9288704,house,house,4000,325000,private,5,good,,,,,,False,,118,2
9157419,house,house,4000,275000,private,16,good,installed,1,,,,False,300,0,3
9287485,house,house,4000,375000,private,4,,,,,,,False,163,11748,4
9286970,house,exceptional property,4040,438000,private,4,good,installed,0,20,800,1,False,300,932,4
9286176,house,exceptional property,4880,795000,private,6,as new,,,,,,False,510,1700,4
9285485,house,house,4101,109000,private,4,to be done up,semi equipped,0,,,,False,160,66,2
9284544,house,house,4020,399000,private,3,good,installed,0,65,460,,False,305,1313,4
9283734,house,house,4537,390000,private,3,good,installed,,,,1,False,200,2260,4
9282801,house,house,4400,199000,private,3,good,installed,0,18,,,False,110,475,2
9282073,house,house,4845,220000,private,4,good,,0,,,,False,128,661,4
9281371,house,house,4570,175000,private,2,as new,installed,,40,,,False,100,610,3
9280711,house,house,4040,249000,private,3,good,hyper equipped,,20,165,,False,124,185,2
9280580,house,house,4400,188500,private,4,good,installed,0,12,,,False,152,201,2
9279633,house,house,4621,129000,private,3,to renovate,semi equipped,0,7,71,,False,103,132,2
9191948,house,house,4500,250000,private,5,to be done up,installed,,50,,,False,220,292,3
9278651,house,house,4040,199000,private,5,to be done up,installed,,,,,False,160,230,2
9277697,house,villa,4170,339000,private,5,to renovate,not installed,0,,,,False,240,2639,4
9276912,house,house,4030,179000,private,2,as new,,,,,,False,75,150,3
9276442,house,mixed use building,4480,249000,private,4,to restore,semi equipped,0,,2446,,False,291,2792,3
9275761,house,house,4500,115000,private,4,to be done up,not installed,,,,,False,125,0,2
9274959,house,house,4100,165000,private,4,to be done up,semi equipped,,35,212,,False,130,283,2
9274283,house,house,4000,389000,private,3,as new,installed,,33,530,,False,185,630,4
9273680,house,villa,4217,375000,private,2,to be done up,hyper equipped,,30,2000,1,False,254,2000,4
9273060,house,house,4219,349000,private,2,good,not installed,,1,,,False,160,930,3
9272345,house,house,4020,219000,private,3,,installed,0,,,,False,141,151,3
9271749,house,villa,4800,398000,private,4,as new,hyper equipped,,57,,,False,235,937,4
9271352,house,house,4000,130000,private,1,just renovated,installed,,,,,False,57,213,3
9270820,house,bungalow,4630,229000,private,2,just renovated,semi equipped,0,30,200,,False,85,393,4
9270489,house,castle,4570,1950000,private,12,just renovated,installed,0,,65000,,False,1500,70000,4
9269355,house,house,4254,265000,private,4,just renovated,installed,,10,300,,False,132,465,3
9268839,house,house,4020,260130,private,3,as new,installed,,21,,,False,165,524,3
9268362,house,house,4160,280000,private,3,good,installed,0,,,,False,137,1154,4
9267840,house,house,4834,185000,private,3,,installed,0,15,,,False,140,300,2
9267057,house,mixed use building,4000,1000000,private,3,as new,installed,1,,,,False,250,80,2
9266484,house,exceptional property,4130,329000,private,3,to be done up,installed,0,,,,False,134,684,4
9266082,house,house,4880,339650,private,4,,installed,0,12,320,,False,200,380,2
9210932,house,house,4540,149000,private,3,good,semi equipped,0,,,,False,,325,2
9265132,house,house,4460,349000,private,4,as new,installed,0,,,,False,235,550,4
9264390,house,villa,4340,399000,private,3,,hyper equipped,,50,800,1,False,200,1150,4
9263453,house,villa,4250,350000,private,5,good,installed,,,,,False,290,1250,4
9262738,house,house,4040,199000,private,4,good,installed,,10,90,,False,150,163,2
9262058,house,house,4102,249000,private,1,as new,installed,0,48,240,,False,180,420,2
9260960,house,house,4252,289000,private,3,,,0,,,,False,,211,3
9260673,house,town house,4460,299000,private,3,,,,15,995,,False,300,995,3
9259863,house,apartment block,4610,439000,private,6,,installed,0,32,90,,False,270,351,3
9258534,house,house,4020,155000,private,2,as new,installed,0,15,,,False,85,75,2
9258054,house,house,4620,243900,private,3,as new,,0,12,,,False,,149,2
9257332,house,house,4800,205000,private,4,good,installed,0,12,75,,False,191,154,2
9255921,house,house,4020,150000,private,3,as new,installed,0,11,,,False,95,57,2
9255413,house,farmhouse,4890,450000,private,4,to renovate,,,,31020,,False,,31020,3
9184275,house,mixed use building,4000,219000,private,3,good,not installed,,,,,False,246,147,2
9254412,house,house,4620,279500,private,4,,not installed,0,,308,,False,117,164,3
9253812,house,house,4040,150000,private,3,to be done up,installed,,15,,,False,130,160,4
9253302,house,house,4801,302267,private,3,as new,,,,,,False,,386,4
9252703,house,house,4500,525000,private,6,as new,hyper equipped,0,,517,,False,417,940,3
9250616,house,house,4020,180000,private,5,good,installed,,,,,False,204,127,2
9249932,house,house,4100,360000,private,2,,,0,,,1,False,135,6200,3
9249454,house,bungalow,4317,300000,private,3,good,installed,0,15,,1,False,100,600,4
9118319,house,house,4834,215000,private,3,as new,installed,0,59,,,False,160,140,4
9248195,house,house,4000,269000,private,4,,installed,0,7,,,False,195,190,4
9247449,house,house,4140,15000,public,1,to renovate,,,,,,False,,239,4
9127349,house,apartment block,4020,479000,private,6,good,semi equipped,,28,,,False,288,105,2
9246107,house,house,4020,139000,private,4,,,,16,,,False,110,60,2
9245521,house,house,4920,90000,private,2,good,,,,,,False,106,44,2
9244502,house,house,4870,199000,private,3,to renovate,not installed,0,20,1700,,False,135,1888,4
9243514,house,house,4560,399000,private,4,good,installed,0,,,1,False,320,1783,4
9242867,house,apartment block,4500,575000,private,8,just renovated,not installed,,5,,,False,,0,2
9241820,house,house,4680,345000,private,3,,installed,0,25,,,False,191,367,3
9241464,house,house,4450,166000,private,2,good,installed,,20,,,False,80,194,3
9241217,house,house,4300,199000,private,3,to renovate,,,,290,,False,114,357,2
9240820,house,house,4470,299000,private,4,,semi equipped,0,,,,False,,1630,4
9240367,house,house,4500,135000,private,2,to be done up,semi equipped,0,15,150,,False,110,191,2
9239595,house,house,4802,275000,private,6,to be done up,installed,,,,,False,213,293,2
9238833,house,house,4100,200000,private,5,to be done up,semi equipped,0,,,,False,170,1275,4
9196507,house,house,4800,197000,private,4,,hyper equipped,,,,,False,224,1,1
9237042,house,house,4101,205000,private,3,as new,hyper equipped,,,,,False,166,105,2
9235723,house,house,4780,310600,private,8,to renovate,,,,,,False,,192,3
9112435,house,house,4540,169000,private,2,good,installed,0,,,,False,120,152,3
9234125,house,house,4041,330000,private,5,,,0,32,108,,False,,0,2
9233609,house,house,4650,219133,private,3,,,0,,,,False,,550,4
9232853,house,mansion,4300,380000,private,3,good,installed,0,,270,,False,165,440,4
9232375,house,house,4400,169000,private,3,to renovate,,,,,,False,,0,3
9231718,house,apartment block,4721,199000,private,5,good,,,,,,False,175,209,3
9230834,house,mixed use building,4400,339500,private,2,as new,usa hyper equipped,,30,,,False,110,828,4
9230055,house,villa,4801,302267,private,3,,not installed,0,,,,False,132,386,4
9228981,house,apartment block,4040,349000,private,270,,installed,0,,,,False,,1705,2
9228555,house,house,4360,380000,private,3,good,installed,0,,270,,False,165,440,4
9227703,house,house,4970,1100000,private,6,as new,usa hyper equipped,1,,,,False,360,1600,4
9226418,house,house,4480,225000,private,3,,hyper equipped,,,,,False,143,500,4
9225674,house,house,4960,650000,private,15,good,installed,0,98,9400,,False,783,9902,4
9224909,house,house,4170,350000,private,4,good,semi equipped,0,,,,False,396,327,3
8839978,house,apartment block,4000,169000,private,4,to be done up,,0,,,,False,,0,3
9221338,house,house,4630,180000,private,3,as new,,,,,,False,110,36,2
9222157,house,exceptional property,4910,950000,private,6,,installed,,,,,False,360,42018,4
9221202,house,house,4870,75000,public,2,to be done up,not installed,,,,,False,,244,2
9220176,house,house,4130,289000,private,2,good,hyper equipped,,50,150,,False,185,350,3
9219085,house,apartment block,4600,169000,private,290,,,0,,,,False,,310,2
9218337,house,house,4000,265000,private,3,,,,,,,False,,259,3
9217452,house,apartment block,4500,215000,private,1,as new,semi equipped,0,,,,False,78,36,2
9216537,house,mixed use building,4530,190000,private,3,,,0,,,,False,,625,3
9215706,house,house,4480,320000,private,5,as new,installed,,35,500,,False,411,687,2
9215012,house,house,4430,159000,private,2,good,semi equipped,0,,,,False,90,0,3
9213709,house,mixed use building,4680,215000,private,4,to be done up,not installed,,,290,,False,157,440,3
9212843,house,house,4020,460000,private,5,as new,,,,,,False,200,705,3
9211746,house,town house,4920,239000,private,3,good,usa installed,,36,350,1,True,136,500,3
9211143,house,house,4430,125000,private,2,good,installed,,,,,False,65,45,2
9210285,house,bungalow,4500,195000,private,2,as new,semi equipped,,,,,False,100,489,4
9209419,house,house,4610,449000,private,4,,installed,0,25,,,False,211,616,4
9209020,house,apartment block,4000,450000,private,5,as new,,,,,,False,,0,2
9208762,house,house,4051,159000,private,2,to be done up,installed,0,,115,,False,100,184,2
9134926,house,house,4050,255000,private,3,to be done up,semi equipped,,20,637,1,False,100,637,4
9206313,house,house,4100,360000,private,2,,,0,,,1,False,135,6200,3
9205118,house,house,4671,50000,private,4,as new,installed,,,1235,,False,,1385,3
9204576,house,house,4100,99000,private,2,,usa semi equipped,0,,,,False,77,67,2
9202136,house,house,4690,175000,private,2,to renovate,installed,,,,,False,,0,4
9200709,house,house,4000,80000,public,6,,,,,,,False,,0,2
9200364,house,house,4800,384483,private,4,,,,,,,False,,627,4
9108050,house,house,4620,150000,private,4,to renovate,,0,12,55,,False,240,121,2
9191248,house,house,4470,200000,private,4,as new,,,,65,,False,180,175,3
9196133,house,house,4030,225000,private,3,as new,hyper equipped,,,,,False,130,180,2
9195025,house,house,4460,165000,private,2,good,installed,,20,242,,False,,292,2
9194184,house,house,4300,95000,private,2,to renovate,semi equipped,,91,,,False,111,315,3
8898959,house,mansion,4000,349000,private,3,good,hyper equipped,0,28,,1,False,275,90,2
9192955,house,villa,4607,440000,private,4,as new,usa installed,,,1107,,False,200,1209,4
9191727,house,house,4350,289000,private,4,good,semi equipped,0,16,,,False,162,317,3
9190878,house,house,4040,185000,private,4,to renovate,,,,,,False,,226,3
9189980,house,mixed use building,4040,359000,private,3,good,,0,,300,,False,120,740,2
9188336,house,manor house,4790,75000,private,3,to restore,,,,,,False,450,150,4
9187047,house,villa,4520,315000,private,5,good,semi equipped,0,20,600,,False,170,891,4
9186442,house,house,4300,249000,private,3,as new,,,,,,False,144,237,2
9184434,house,house,4100,125000,private,2,good,,,,,,False,,247,2
9181206,house,town house,4800,185000,private,4,,,,,,,False,204,217,2
9180453,house,villa,4052,670000,private,4,as new,hyper equipped,,100,2070,,True,303,2300,4
9179202,house,house,4620,230000,private,4,good,installed,,,,,False,,977,3
9177760,house,house,4280,315000,private,3,as new,,0,,,1,False,170,455,3
9177168,house,house,4610,299000,private,2,good,,0,22,270,,False,105,640,4
9174651,house,house,4140,269000,private,3,to be done up,installed,0,15,35,,False,125,220,2
9173284,house,house,4570,309000,private,5,good,semi equipped,0,300,750,1,False,250,1700,4
9172148,house,house,4630,267500,private,5,as new,usa hyper equipped,0,13,,,False,147,195,2
9171011,house,house,4020,199000,private,3,good,not installed,0,15,252,,False,112,530,4
9169032,house,house,4020,159000,private,5,to be done up,semi equipped,0,,,,False,136,0,2
9167486,house,bungalow,4400,339500,private,2,as new,usa hyper equipped,,30,,,False,110,828,4
9145289,house,exceptional property,4800,750000,private,7,,installed,0,,,,False,456,2600,4
8800356,house,house,4620,125000,private,2,to renovate,,,,,,False,,128,1
9163087,house,house,4020,120000,private,2,good,,0,,,,False,81,45,2
9162054,house,house,4632,790000,private,6,,installed,0,74,,,False,,2820,4
9161779,house,house,4100,172000,private,3,just renovated,installed,,15,,,False,110,15,2
9159864,house,house,4990,135000,private,3,to be done up,not installed,0,,,,False,159,203,3
9158130,house,house,4540,559000,private,4,good,installed,0,,,1,False,320,1950,4
9155880,house,villa,4910,398000,private,4,,,0,65,1300,,False,166,1449,4
9155240,house,house,4610,189000,private,3,to be done up,installed,0,,,,False,,110,2
9154061,house,mixed use building,4032,350000,private,4,to be done up,semi equipped,,,,,False,,120,2
9153067,house,farmhouse,4877,215000,private,4,to renovate,not installed,0,,1500,,False,210,1666,3
9150110,house,house,4020,440000,private,6,,,0,,,,False,414,109,2
8949378,house,house,4608,310000,private,4,,installed,0,,,,False,207,983,4
9144818,house,house,4050,145000,private,2,good,hyper equipped,0,,25,,False,,0,2
9143692,house,house,4170,279000,private,4,to renovate,semi equipped,0,47,916,,False,147,1066,3
9143142,house,house,4040,179000,private,1,to be done up,,0,45,,,False,76,840,3
9141372,house,house,4257,256000,private,3,as new,not installed,0,,,,False,150,1050,4
9136579,house,house,4630,410000,private,4,,hyper equipped,0,20,1200,,False,180,1487,4
9134902,house,mansion,4420,249000,private,2,just renovated,not installed,,75,280,,False,200,420,4
9133732,house,house,4400,257000,private,3,to be done up,installed,0,,,,False,,10000,3
9132467,house,house,4730,383826,private,4,as new,,,34,,,False,,400,4
9129912,house,house,4470,255000,private,3,as new,installed,0,,,,False,110,267,2
9127903,house,house,4280,240000,private,3,good,,0,,,,False,145,980,4
9125592,house,house,4287,243225,private,3,as new,,0,,,,False,140,740,3
9123669,house,house,4540,200000,private,2,to be done up,installed,0,,2000,,False,130,2098,4
9121059,house,exceptional property,4851,1750000,private,6,as new,not installed,1,,10000,,False,876,11351,4
9120510,house,house,4500,225000,private,3,good,semi equipped,0,30,420,,False,140,510,3
9119674,house,mansion,4800,319000,private,6,,installed,0,40,,,False,235,360,3
9118529,house,bungalow,4180,105000,private,1,to renovate,,,,,,False,,387,4
9116201,house,other property,4020,155000,private,3,good,installed,0,,,,False,142,88,2
9114767,house,chalet,4920,199000,private,2,as new,installed,1,,,1,False,,715,4
9113929,house,house,4821,195000,private,4,to be done up,semi equipped,0,24,80,,False,,0,2
9112599,house,house,4701,320000,private,4,good,,,,,,False,150,882,4
9111005,house,house,4317,290000,private,4,good,installed,0,,2000,,False,245,2898,2
9108914,house,house,4550,380000,private,3,,,0,30,,,False,206,750,3
9105924,house,house,4540,169113,private,3,as new,usa hyper equipped,0,,422,,False,120,422,3
9104083,house,apartment block,4000,269000,private,200,good,semi equipped,,,,,False,,0,3
9102443,house,house,4020,99000,private,3,to be done up,installed,,,,,False,,454,3
9101257,house,mixed use building,4600,445000,private,2,good,semi equipped,0,47,,,False,665,589,4
9081385,house,house,4420,63000,private,1,,,,,,,False,12,110,2
9095001,house,house,4020,345000,private,7,good,installed,0,29,,,False,,110,2
9089143,house,house,4040,299000,private,5,good,,0,50,180,,False,222,516,3
9086211,house,house,4020,273000,private,3,as new,installed,0,34,,,False,123,0,2
9082860,house,villa,4800,449000,private,6,good,installed,0,16,,,False,441,1045,4
9000873,house,house,4051,235000,private,3,,,0,44,400,,False,134,563,4
9074855,house,house,4460,375000,private,3,as new,usa hyper equipped,,50,150,,False,300,349,3
9071906,house,house,4040,125000,private,2,to be done up,semi equipped,0,,,,False,109,481,2
9064397,house,house,4020,179000,private,3,to be done up,,,,,,False,150,0,2
9055538,house,house,4730,296626,private,4,as new,,,,,,False,,204,2
8578322,house,house,4870,125000,private,3,,not installed,,,,,False,151,56,2
9046784,house,mixed use building,4000,550000,private,4,as new,installed,0,,,,False,258,65,3
9042223,house,house,4120,325000,private,3,good,usa hyper equipped,0,75,760,,False,130,1031,4
9040721,house,house,4837,396676,private,4,as new,usa hyper equipped,0,28,,,False,151,362,3
9036082,house,house,4633,328150,private,4,as new,not installed,0,32,550,,False,236,550,3
9034488,house,house,4820,170000,private,3,good,semi equipped,0,,,,False,,179,2
9027306,house,bungalow,4801,310000,private,6,good,semi equipped,0,78,1250,,False,314,1648,4
9021031,house,house,4217,365354,private,3,,not installed,0,,,,False,,1514,4
9017655,house,house,4040,130000,private,3,good,,,,,,False,,120,2
9011124,house,house,4711,319900,private,3,as new,,,,,,False,130,380,3
9007542,house,house,4800,199000,private,8,,,,,,,False,308,140,2
9002986,house,house,4100,189000,private,3,as new,,1,45,,,False,104,0,2
8886073,house,house,4040,480000,private,2,as new,hyper equipped,1,,,1,False,260,250,3
8992659,house,house,4020,187000,private,4,good,semi equipped,0,,20,,False,,126,2
8988060,house,house,4800,350600,private,4,,usa hyper equipped,0,32,,,False,160,405,3
8981707,house,house,4470,159169,private,1,as new,hyper equipped,0,,100,,False,80,288,4
8973787,house,house,4140,160000,private,5,good,installed,0,,,,False,191,170,3
8967449,house,house,4800,117000,private,6,to renovate,,,,,,False,190,70,2
8964203,house,house,4960,310000,private,4,good,installed,1,,,,False,,1150,4
8962013,house,house,4801,317878,private,4,,,,,,,False,,761,4
8198398,house,house,4820,165000,private,5,good,,0,,,,False,234,75,2
8953568,house,house,4050,545000,private,4,,,,,,,False,,1004,4
8881223,house,house,4051,375000,private,5,to be done up,installed,0,35,,,False,220,0,4
8860247,house,apartment block,4000,295000,private,6,as new,installed,1,,,,False,141,0,2
8901692,house,house,4180,195000,private,3,good,semi equipped,0,36,100,,False,242,475,3
8930026,house,apartment block,4000,325000,private,5,to be done up,,,,53,,False,237,187,2
8875719,house,bungalow,4801,199000,private,2,good,,,,,,False,,0,3
8917775,house,apartment block,4000,325000,private,6,,not installed,0,,,,False,250,80,2
8914452,house,house,4760,299000,private,3,as new,installed,0,16,,,False,,500,3
8599183,house,house,4920,375000,private,3,as new,,0,,,,False,243,359,3
8894111,house,exceptional property,4000,335000,private,3,as new,usa hyper equipped,0,,,,False,,0,4
8882214,house,country cottage,4051,345000,private,3,,,0,,,,False,169,2683,4
8869961,house,house,4217,300894,private,3,,not installed,,,,,False,,1514,4
8854474,house,house,4130,249000,private,4,as new,hyper equipped,,,,,False,143,0,2
8833589,house,farmhouse,4671,495000,private,1000,,,0,,,,False,,3500,3
8759756,house,house,4000,415000,private,3,as new,hyper equipped,1,40,350,,False,270,550,3
8817326,house,apartment block,4000,525000,private,8,good,,,,,,False,300,0,2
8806146,house,exceptional property,4550,895000,private,5,as new,usa hyper equipped,0,,5000,,True,450,6200,4
8794538,house,house,4171,160000,private,2,,installed,,,,1,False,,658,2
8782863,house,apartment block,4000,450000,private,7,good,,1,,56,,False,150,150,2
8759610,house,house,4960,166990,private,3,as new,,,,,,False,175,593,3
8743850,house,house,4802,245000,private,4,,not installed,0,,,,False,130,0,2
8742197,house,villa,4801,306543,private,3,,not installed,0,,,,False,200,509,4
8728590,house,exceptional property,4760,475000,private,3,to restore,,0,,,,False,,9143,4
8707059,house,farmhouse,4650,990000,private,18,good,,,,,,False,1310,9450,4
8662147,house,house,4800,301494,private,4,,,0,21,,,False,,700,3
8650810,house,house,4960,229000,private,5,,,0,,720,,False,246,0,2
8376248,house,villa,4287,211800,private,3,,,0,,,,False,,663,3
8325945,house,mixed use building,4030,129000,private,3,to be done up,not installed,0,,,,False,156,71,2
8546737,house,house,4041,209000,private,3,,installed,0,,,,False,136,185,2
8487726,house,house,4950,560000,private,12,good,,,,,,False,337,3418,4
8385222,house,house,4217,287477,private,3,,not installed,0,,,,False,,1514,4
7564669,house,house,4850,273810,private,3,,,,,,,False,152,550,3
8240284,house,exceptional property,4500,400000,private,2,to renovate,installed,0,,,,False,360,0,4
7957403,house,house,4102,148750,private,1,,,,,,,False,,100,3
7768428,house,house,4683,249000,private,3,,,,,,,False,,559,2
7479103,house,house,4357,336684,private,3,,,,,,,False,,976,4
9315846,house,villa,1330,1185000,private,5,as new,hyper equipped,0,100,2517,,True,630,2517,4
9315306,house,villa,1410,930000,private,5,,installed,,,,,False,355,1323,4
9314637,house,house,1421,265000,private,3,to be done up,,0,,3,1,False,156,315,3
9312423,house,house,1325,485000,private,3,good,hyper equipped,0,,,,False,190,1036,4
9311830,house,house,1325,330000,private,3,as new,installed,0,,,1,False,151,211,2
9311149,house,house,1470,200000,private,2,to renovate,not installed,0,,,,False,,452,2
9309655,house,house,1367,275000,private,4,,installed,,20,200,,False,160,300,4
9308387,house,villa,1380,1135000,private,6,just renovated,hyper equipped,0,,,,False,300,2293,4
9308156,house,villa,1400,845000,private,4,good,hyper equipped,0,,,1,False,250,9000,4
9307526,house,villa,1470,525000,private,3,as new,usa hyper equipped,0,45,1223,,False,273,1223,4
9306655,house,house,1430,384000,private,4,as new,,0,,,,False,227,527,3
9305986,house,house,1420,395000,private,3,as new,installed,0,20,,,False,135,267,3
9305236,house,house,1421,475000,private,5,good,installed,0,25,400,1,False,170,710,4
9304141,house,villa,1331,550000,private,4,good,,,,,,True,180,670,4
9300842,house,house,1435,335000,private,3,just renovated,semi equipped,,17,632,,False,135,700,4
9299521,house,house,1367,290000,private,4,,installed,,,12465,,False,238,12700,4
9266723,house,house,1430,445000,private,5,to be done up,installed,0,,315,,False,322,479,3
9297378,house,house,1380,650000,private,3,just renovated,installed,0,,,1,False,200,900,4
9296237,house,house,1457,350000,private,4,good,installed,,,,1,False,153,732,4
9295443,house,house,1460,395000,private,5,good,,,,,,False,175,500,3
9292788,house,house,1480,299000,private,4,as new,installed,0,,,1,False,160,0,2
9291853,house,villa,1325,975000,private,4,,hyper equipped,,40,,,False,290,1170,4
9290101,house,villa,1460,695000,private,6,as new,installed,0,,,,False,350,0,4
9289488,house,house,1410,380000,private,3,just renovated,installed,,,,,False,160,183,2
9288445,house,house,1410,480000,private,4,,,0,10,,,False,,773,3
9241331,house,house,1400,895000,private,4,as new,hyper equipped,,80,400,2,False,280,5000,4
9285232,house,house,1367,379000,private,5,good,installed,0,30,500,,False,235,624,3
9283425,house,house,1430,165000,private,2,good,installed,0,,,,False,115,113,2
9281471,house,villa,1410,485000,private,4,,installed,0,60,300,,False,200,730,4
9279807,house,house,1330,425000,private,4,good,installed,,,,,False,196,178,3
9278779,house,house,1300,199000,private,2,to renovate,not installed,0,,,,False,105,328,3
9276978,house,house,1480,260000,private,3,good,semi equipped,0,,500,1,False,130,592,4
9275176,house,house,1420,280000,public,3,as new,installed,,,,,False,163,1029,3
9272798,house,house,1340,385000,private,3,as new,,,27,258,,False,199,258,3
9271912,house,house,1340,260000,public,4,as new,installed,,,945,,False,,0,3
9270389,house,house,1430,175000,private,2,good,installed,,,,,False,,0,2
9268952,house,house,1430,280000,private,3,to be done up,installed,0,,,,False,175,761,2
9266916,house,house,1357,229000,private,2,good,,,,,,False,110,556,4
9265230,house,house,1430,295000,private,4,good,installed,0,,,,False,200,463,3
9262769,house,house,1330,330000,private,3,to renovate,semi equipped,0,20,75,1,False,120,252,3
9211865,house,house,1450,685000,private,6,as new,hyper equipped,0,70,510,1,False,320,771,3
9257910,house,house,1315,315000,private,4,,not installed,0,,,,False,181,625,4
9256044,house,house,1480,180000,private,2,to be done up,,,,,,False,,720,2
9252553,house,house,1410,495000,private,3,good,,,25,,,False,209,428,3
9248740,house,exceptional property,1348,798000,private,6,as new,semi equipped,0,,,,False,363,361,3
9247442,house,villa,1495,590000,private,4,,hyper equipped,,90,25000,1,False,240,2500,4
9245629,house,mansion,1430,435000,private,3,good,hyper equipped,,,850,,False,261,1000,4
9243128,house,house,1410,495000,private,3,good,installed,,52,,1,False,120,600,4
