id,type_of_property,subtype_of_property,locality,price,type_of_sale,rooms,condition,equipped_kitchen,furnished,terrace,garden,open_fire,hasSwimmingPool,living_area_m2,surface_of_land_m2,number_frontage
9141595,house,house,4000,105000,private,3,to renovate,,,,,,False,,126,2
8381398,house,house,4820,95000,private,5,to renovate,,,,,,False,,97,3
9138494,house,house,4020,159000,private,4,,not installed,0,16,,,False,140,0,2
9137593,house,house,4020,374675,private,5,,usa hyper equipped,0,24,,,False,168,565,3
9135838,house,house,4000,259000,private,3,as new,installed,,4,88,,False,239,215,2
9134163,house,house,4340,299000,private,3,,,,,,,False,,0,4
9133486,house,mixed use building,4430,239900,private,2,,installed,0,60,200,,False,90,0,2
9131184,house,house,4800,87500,private,1,good,semi equipped,0,,,,False,55,0,2
8836663,house,house,4032,130000,private,3,good,,0,10,,,False,100,0,2
8956821,house,house,4000,165000,private,3,to restore,,,,,,False,200,85,2
8382484,house,exceptional property,4350,425000,private,3,good,installed,0,,1000,,False,190,2000,4
9122679,house,house,4032,155000,private,3,,installed,0,20,125,,False,100,212,2
9121002,house,house,4050,550000,private,3,as new,installed,,,,,False,340,1214,3
9120079,house,house,4460,89000,private,2,to renovate,installed,0,,150,,False,87,215,4
9119325,house,house,4100,299000,private,3,,,0,32,,,False,127,738,4
9007035,house,house,4170,109000,private,2,to be done up,semi equipped,0,10,,,False,65,55,2
9115679,house,house,4680,349000,private,4,as new,installed,,134,,,False,193,933,4
9114254,house,villa,4217,330000,private,3,as new,installed,,,,,False,150,1340,4
9113634,house,house,4052,299000,private,5,to be done up,installed,,,,,False,170,897,2
9111948,house,house,4141,349000,private,4,,installed,0,38,2900,,False,180,3100,4
9110063,house,house,4020,285000,private,5,just renovated,hyper equipped,0,32,28,,False,160,154,2
9108416,house,bungalow,4140,295000,private,3,to be done up,installed,,,,,False,,1108,4
9106910,house,apartment block,4780,445000,private,7,good,installed,0,,,,False,215,954,4
9105186,house,house,4317,235000,private,3,good,semi equipped,,,,,False,200,267,3
9103475,house,house,4280,250000,private,3,as new,,0,,,,False,145,526,4
9099701,house,villa,4800,750000,private,5,,installed,,50,,,False,480,2330,4
9099314,house,house,4800,875000,private,20,to renovate,not installed,,,,,False,1925,0,4
9092884,house,mixed use building,4610,295000,private,5,to be done up,,1,,,,False,249,124,2
9088093,house,house,4032,249000,private,3,,,0,25,130,,False,140,210,3
9084450,house,house,4020,273000,private,3,as new,not installed,0,34,,,False,124,0,2
9081674,house,house,4960,149000,private,3,,,0,15,35,,False,230,0,3
8993020,house,villa,4990,749000,private,5,as new,installed,0,,7000,,False,350,7000,4
9073659,house,house,4250,265000,private,3,as new,installed,,15,,,False,168,501,3
9071867,house,house,4570,205000,private,3,,not installed,,,25,,False,112,85,3
9065931,house,town house,4480,195000,private,2,as new,not installed,0,,185,,False,100,270,2
9062571,house,house,4020,120000,private,4,good,semi equipped,0,4,,,False,106,55,2
9041542,house,house,4607,220000,private,5,to renovate,semi equipped,,,,,False,185,170,3
9052448,house,apartment block,4780,450000,private,3,good,,0,,,,False,145,0,2
9049146,house,mansion,4000,515000,private,3,as new,installed,0,40,,1,False,280,150,2
9042693,house,house,4830,159500,private,3,good,,,,,,False,95,75,2
8856897,house,house,4000,229084,private,3,,,,,,,False,,0,3
9037908,house,house,4840,362299,private,4,,usa hyper equipped,0,51,,,False,143,367,3
9035205,house,house,4800,230000,private,3,good,installed,0,40,,,False,100,546,3
8756320,house,house,4684,227500,private,4,,,,,,,False,160,200,2
9025440,house,house,4800,225000,private,5,good,installed,0,64,280,,False,185,400,2
9018178,house,house,4802,635000,private,3,,installed,0,25,900,,True,400,1700,3
8987905,house,house,4610,170000,private,4,good,usa semi equipped,0,12,,,False,165,137,3
9009302,house,house,4900,72000,private,2,just renovated,,0,,,,False,72,0,2
9004861,house,house,4610,195000,private,4,,,0,50,,,False,142,214,3
8999143,house,house,4550,299000,private,3,,not installed,,,,,False,178,1250,4
8994468,house,house,4030,149000,private,3,good,usa semi equipped,0,15,,,False,136,0,2
8367228,house,mixed use building,4031,200000,private,2,good,not installed,0,,1,,False,210,110,2
8840176,house,house,4420,175000,private,4,just renovated,,,,20,,False,100,0,2
8977341,house,house,4458,399000,private,5,good,semi equipped,0,16,1720,,True,260,2418,4
8972474,house,mixed use building,4030,175000,private,1,to be done up,not installed,0,105,70,,False,157,0,3
8837569,house,house,4260,300000,private,4,,,0,,,,False,220,1073,3
8962949,house,house,4300,170000,private,3,,semi equipped,0,,,,False,175,285,2
8960401,house,house,4042,330405,private,3,,usa hyper equipped,0,26,,,False,167,289,2
8955115,house,apartment block,4020,425000,private,3,,installed,0,,,,False,233,125,2
8952627,house,house,4317,265000,private,3,as new,installed,0,,350,,False,130,472,3
8948160,house,apartment block,4800,149000,private,2,to renovate,,0,,,,False,180,81,2
8943548,house,house,4400,255000,private,6,to renovate,,0,78,276,,True,408,0,3
8926064,house,mixed use building,4960,449000,private,9,good,installed,1,30,,,False,422,5215,4
8920661,house,town house,4420,289000,private,4,good,installed,,12,,1,False,210,353,3
8916762,house,house,4671,347500,private,3,as new,installed,0,,,,False,155,825,4
8900429,house,house,4790,390000,private,9,good,,0,20,,1,False,285,947,3
8889699,house,house,4860,137500,private,3,good,installed,0,12,,,False,108,53,3
8877422,house,house,4180,229000,private,4,to renovate,not installed,0,20,,,False,312,9732,4
8574783,house,apartment block,4000,278000,private,5,to be done up,semi equipped,0,,,,False,325,265,2
8842159,house,apartment block,4851,290000,private,4,,,,,,,False,175,576,2
8821128,house,apartment block,4540,180000,private,6,to restore,not installed,0,,283,,False,300,456,3
8759594,house,apartment block,4950,185000,private,6,to renovate,semi equipped,,,,,False,250,655,4
8788655,house,house,4950,647000,private,4,as new,hyper equipped,,,,,False,,4792,4
8768840,house,villa,4140,449000,private,6,to be done up,installed,,35,,,False,270,3240,4
8754770,house,house,4820,158500,private,4,good,installed,0,,,,False,,170,3
8743845,house,house,4802,259000,private,4,,not installed,0,,,,False,130,0,3
8736788,house,house,4400,170000,private,3,to renovate,,0,,,,False,,911,3
8724227,house,house,4420,159500,private,3,,,0,30,100,,False,,220,2
8696206,house,farmhouse,4300,670000,private,6,,not installed,0,,,,False,430,5400,4
8679899,house,house,4020,385000,private,4,,,,,,,False,,800,4
8654506,house,apartment block,4800,248500,private,4,,installed,0,,,,False,220,160,2
8208643,house,house,4040,170000,private,7,,installed,0,,,,False,436,167,2
8597911,house,castle,4910,2100000,private,25,good,,,,,3,False,1200,15000,4
8325086,house,house,4257,750000,private,2,as new,semi equipped,0,,,,False,908,2978,4
8126703,house,house,4530,195750,private,3,,,,,,,False,,661,4
8450951,house,house,4650,220000,private,3,just renovated,installed,0,,,,False,195,85,2
8356616,house,mixed use building,4257,225000,private,200,as new,semi equipped,0,,,,False,,2978,4
7892293,house,house,4000,151000,private,2,,,0,,,,False,,0,2
7761843,house,house,4102,185000,private,4,,,,,,,False,150,76,3
7746324,house,mixed use building,4360,469000,private,5,good,installed,1,,,,False,237,417,4
2864957,house,mansion,4000,250000,private,5,as new,,0,,,,False,264,0,2
9316710,house,house,1421,935000,private,6,as new,hyper equipped,0,25,500,,False,300,1000,4
9315454,house,mixed use building,1370,249000,private,2,good,,,20,,,False,160,90,2
9315031,house,house,1420,297500,private,3,,installed,0,40,,,False,125,160,2
9313589,house,town house,1410,380000,private,3,to be done up,installed,,,,,False,198,192,2
9312158,house,house,1410,499000,private,5,as new,hyper equipped,0,,,1,False,174,482,2
9310629,house,house,1470,410000,private,4,as new,usa hyper equipped,0,15,66,,False,160,120,3
9309783,house,house,1471,190000,private,3,to be done up,installed,,,,,False,160,150,4
9309120,house,house,1400,325000,private,4,good,semi equipped,0,,600,,False,215,760,3
9308196,house,house,1367,345000,private,4,,semi equipped,0,,,,False,172,2270,3
9307811,house,house,1470,350000,private,4,,installed,,,,,False,121,500,4
9307178,house,house,1460,465000,private,5,as new,usa hyper equipped,0,40,400,,False,225,601,2
9306163,house,villa,1380,770000,private,3,,installed,0,,,,False,296,1575,4
9305615,house,house,1435,395000,private,3,,installed,0,35,,,False,,665,4
9304457,house,bungalow,1440,369000,private,3,to be done up,,0,,500,,False,100,969,4
9303811,house,house,1300,340000,private,2,good,installed,,,,,False,134,590,4
9302058,house,house,1300,520000,private,3,as new,hyper equipped,0,50,450,,False,130,816,4
9301186,house,house,1300,990000,private,6,to renovate,,0,,,,False,340,52400,4
9299904,house,country cottage,1400,499000,private,4,,,0,40,600,1,False,235,650,3
9299227,house,house,1357,250000,private,3,as new,installed,0,20,550,,False,135,640,3
9298073,house,house,1440,395000,private,5,good,,0,20,400,,False,175,500,3
9297186,house,house,1380,949000,private,5,as new,usa hyper equipped,0,80,1700,,True,264,1700,4
9295960,house,villa,1410,960000,private,5,as new,installed,,25,1000,1,False,320,1250,3
9294473,house,house,1460,1975000,private,4,to be done up,,0,,,1,True,524,18295,4
9293403,house,villa,1430,495000,private,5,as new,hyper equipped,,,,2,False,239,1800,4
9291978,house,house,1390,675000,private,4,good,hyper equipped,0,,1200,,False,252,1674,4
9291480,house,villa,1410,595000,private,4,good,installed,0,,,,False,180,738,4
9289052,house,villa,1480,585000,private,4,as new,hyper equipped,0,30,600,,False,200,1110,4
9287566,house,exceptional property,1370,649950,private,5,good,installed,0,37,,1,False,297,4000,4
9286556,house,house,1420,225000,private,2,good,semi equipped,0,,,,False,96,35,2
9285985,house,house,1473,240000,private,3,,,,,,,False,150,450,4
9281836,house,villa,1410,5200000,private,6,as new,,,,,1,False,1000,16000,4
9231015,house,house,1350,312500,private,5,good,installed,,40,,,False,252,1142,3
9279035,house,house,1315,325000,private,3,,,,,,,False,,250,3
9277779,house,villa,1300,675000,private,5,as new,usa hyper equipped,0,40,700,,False,275,925,4
9275659,house,house,1460,180000,private,2,,not installed,0,,,,False,100,269,3
9273540,house,house,1370,199000,private,5,good,hyper equipped,0,,,,False,210,0,2
9272183,house,house,1370,170000,private,2,to be done up,installed,,3,,,False,100,35,2
